ID caso,Año de los casos,Rango de edad de la víctima,Departamento,Mes,Tipo de violencia,Acciones preventivas,Autoidentificadores étnicos,Centro utilizado,Denuncia realizada,Estado de la denuncia
244,2018,55 o más,La Libertad,Noviembre,Violencia de género,Programas de educación indígena,Indígena amazónico,Comisaria,Sí,Cerrada
245,2018,55 o más,Amazonas,Septiembre,Violencia doméstica,Talleres de prevención,Indígena amazónico,Línea 100,No,-
246,2021,25-34,Apurimac,Septiembre,Violencia de pareja,Atención psicológica,Blanco,Línea 100,No,-
247,2020,55 o más,Callao,Julio,Violencia doméstica,Atención psicológica,Blanco,Línea 100,Sí,Pendiente
248,2023,55 o más,Callao,Noviembre,Violencia familiar,Asesoramiento legal,Indígena amazónico,CEM,Sí,Pendiente
249,2023,45-54,Pasco,Enero,Violencia doméstica,Asesoramiento legal,Mestizo,CEM,No,-
250,2023,0-5,Junín,Mayo,Violencia familiar,Asesoramiento legal,Mestizo,CEM,No,-
251,2020,45-54,Moquegua,Agosto,Violencia familiar,Campañas de sensibilización,Blanco,Línea 100,No,-
252,2019,45-54,Amazonas,Octubre,Violencia de pareja,Atención psicológica,Blanco,Centro de Salud,Sí,Pendiente
253,2022,25-34,Tumbes,Febrero,Violencia familiar,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
254,2018,55 o más,Tacna,Octubre,Violencia de género,Asesoramiento legal,Quechua,Centro de Salud,Sí,En proceso
255,2023,25-34,Ica,Junio,Violencia de género,Atención psicológica,Mestizo,Comisaria,No,-
256,2021,0-5,Cajamarca,Septiembre,Violencia de pareja,Campañas de sensibilización,Blanco,Comisaria,No,-
257,2022,45-54,Ucayali,Julio,Agresión sexual,Asesoramiento legal,Mestizo,Centro de Salud,Sí,En proceso
258,2018,12-17,Ancash,Enero,Violencia de pareja,Talleres de prevención,Quechua,Comisaria,No,-
259,2019,35-44,San Martín,Julio,Violencia de pareja,Talleres de prevención,Indígena amazónico,Centro de Salud,No,-
260,2021,55 o más,Arequipa,Diciembre,Violencia de pareja,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,En proceso
261,2019,35-44,Tumbes,Julio,Violencia familiar,Asesoramiento legal,Blanco,CEM,Sí,En proceso
262,2022,0-5,Pasco,Julio,Violencia de género,Talleres de prevención,Quechua,CEM,No,-
263,2022,35-44,Arequipa,Diciembre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
264,2019,18-24,Arequipa,Mayo,Violencia doméstica,Atención psicológica,Blanco,Comisaria,Sí,En proceso
265,2019,18-24,Moquegua,Agosto,Violencia de pareja,Programas de educación indígena,Afrodescendiente,CEM,No,-
266,2019,25-34,La Libertad,Noviembre,Violencia de pareja,Campañas de sensibilización,Quechua,Comisaria,No,-
267,2018,6-11,Pasco,Junio,Violencia de género,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
268,2018,25-34,Madre de Dios,Septiembre,Agresión sexual,Campañas de sensibilización,Quechua,Comisaria,Sí,En investigación
269,2019,6-11,Puno,Diciembre,Violencia familiar,Talleres de prevención,Quechua,CEM,Sí,En proceso
270,2021,0-5,La Libertad,Septiembre,Agresión sexual,Atención psicológica,Quechua,CEM,Sí,En investigación
271,2023,12-17,Lima,Mayo,Agresión sexual,Programas de educación indígena,Afrodescendiente,CEM,No,-
272,2018,25-34,Ancash,Marzo,Agresión sexual,Campañas de sensibilización,Blanco,Comisaria,No,-
273,2023,0-5,Lima,Junio,Agresión sexual,Campañas de sensibilización,Blanco,CEM,Sí,En proceso
274,2023,55 o más,Amazonas,Septiembre,Violencia familiar,Campañas de sensibilización,Indígena amazónico,CEM,No,-
275,2018,0-5,Ucayali,Mayo,Violencia de pareja,Programas de educación indígena,Mestizo,CEM,No,-
276,2018,45-54,Cusco,Septiembre,Violencia de pareja,Campañas de sensibilización,Indígena amazónico,Línea 100,Sí,En proceso
277,2019,45-54,Ayacucho,Agosto,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Pendiente
278,2018,45-54,Apurimac,Marzo,Agresión sexual,Atención psicológica,Blanco,Centro de Salud,No,-
279,2019,55 o más,Ayacucho,Febrero,Violencia de género,Campañas de sensibilización,Blanco,Línea 100,Sí,Pendiente
280,2019,25-34,Ayacucho,Noviembre,Violencia doméstica,Programas de educación indígena,Mestizo,Centro de Salud,No,-
281,2022,12-17,Cusco,Febrero,Violencia de género,Atención psicológica,Mestizo,CEM,Sí,En investigación
282,2019,35-44,Loreto,Julio,Agresión sexual,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
283,2018,55 o más,Amazonas,Diciembre,Agresión sexual,Programas de educación indígena,Quechua,Comisaria,No,-
284,2019,12-17,Apurimac,Septiembre,Violencia de pareja,Talleres de prevención,Indígena amazónico,Comisaria,Sí,Cerrada
285,2022,6-11,Loreto,Mayo,Violencia doméstica,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
286,2020,25-34,Pasco,Febrero,Violencia de pareja,Atención psicológica,Blanco,Comisaria,Sí,Cerrada
287,2018,18-24,Pasco,Agosto,Violencia familiar,Atención psicológica,Mestizo,CEM,Sí,Pendiente
288,2019,35-44,Ancash,Marzo,Violencia familiar,Atención psicológica,Blanco,Centro de Salud,No,-
289,2020,55 o más,Ica,Septiembre,Violencia doméstica,Asesoramiento legal,Quechua,CEM,No,-
290,2023,35-44,San Martín,Diciembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
291,2020,45-54,Huancavelica,Febrero,Violencia de pareja,Talleres de prevención,Quechua,Comisaria,Sí,En investigación
292,2021,0-5,Lima,Noviembre,Agresión sexual,Talleres de prevención,Blanco,Comisaria,Sí,En investigación
293,2021,0-5,Tumbes,Octubre,Violencia de pareja,Talleres de prevención,Quechua,Comisaria,No,-
294,2021,25-34,San Martín,Febrero,Violencia doméstica,Asesoramiento legal,Mestizo,Comisaria,Sí,Cerrada
295,2019,25-34,Amazonas,Febrero,Violencia familiar,Asesoramiento legal,Quechua,Línea 100,No,-
296,2020,6-11,Loreto,Julio,Violencia de pareja,Programas de educación indígena,Mestizo,CEM,No,-
297,2020,12-17,Lima,Marzo,Violencia doméstica,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
298,2022,18-24,Tumbes,Diciembre,Violencia de género,Campañas de sensibilización,Mestizo,Comisaria,Sí,Pendiente
299,2023,0-5,Apurimac,Julio,Violencia familiar,Programas de educación indígena,Blanco,Línea 100,No,-
300,2021,25-34,Tacna,Octubre,Violencia familiar,Asesoramiento legal,Blanco,Línea 100,Sí,En proceso
301,2021,6-11,Loreto,Octubre,Violencia familiar,Asesoramiento legal,Afrodescendiente,Línea 100,No,-
302,2018,55 o más,Pasco,Diciembre,Violencia de género,Campañas de sensibilización,Quechua,Centro de Salud,No,-
303,2020,25-34,Cusco,Enero,Agresión sexual,Asesoramiento legal,Blanco,Centro de Salud,No,-
304,2023,18-24,San Martín,Diciembre,Violencia doméstica,Asesoramiento legal,Afrodescendiente,CEM,Sí,En investigación
305,2021,6-11,Pasco,Diciembre,Agresión sexual,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
306,2020,12-17,Loreto,Julio,Violencia doméstica,Programas de educación indígena,Blanco,Comisaria,Sí,Pendiente
307,2021,35-44,Loreto,Septiembre,Violencia de pareja,Atención psicológica,Afrodescendiente,Línea 100,Sí,Pendiente
308,2022,55 o más,San Martín,Marzo,Violencia de pareja,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,Cerrada
309,2019,6-11,Huanuco,Junio,Violencia de pareja,Campañas de sensibilización,Blanco,CEM,Sí,Pendiente
310,2022,25-34,Tacna,Noviembre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En investigación
311,2021,18-24,Cusco,Marzo,Violencia doméstica,Programas de educación indígena,Mestizo,Centro de Salud,Sí,Pendiente
312,2021,18-24,Ayacucho,Abril,Violencia de pareja,Atención psicológica,Indígena amazónico,Línea 100,Sí,En proceso
313,2023,45-54,Loreto,Enero,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Centro de Salud,No,-
314,2021,12-17,Ancash,Abril,Violencia de género,Asesoramiento legal,Indígena amazónico,Centro de Salud,Sí,En investigación
315,2019,6-11,Moquegua,Julio,Agresión sexual,Talleres de prevención,Afrodescendiente,CEM,Sí,En proceso
316,2018,6-11,Moquegua,Enero,Violencia familiar,Campañas de sensibilización,Mestizo,CEM,Sí,Pendiente
317,2020,0-5,Pasco,Septiembre,Agresión sexual,Programas de educación indígena,Indígena amazónico,Centro de Salud,Sí,Cerrada
318,2021,12-17,San Martín,Septiembre,Violencia familiar,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
319,2022,35-44,Piura,Marzo,Violencia familiar,Talleres de prevención,Afrodescendiente,Comisaria,No,-
320,2023,12-17,Cajamarca,Agosto,Violencia de pareja,Talleres de prevención,Mestizo,CEM,No,-
321,2020,55 o más,Moquegua,Enero,Agresión sexual,Asesoramiento legal,Afrodescendiente,Comisaria,No,-
322,2021,45-54,Huancavelica,Marzo,Violencia familiar,Talleres de prevención,Quechua,Línea 100,No,-
323,2018,35-44,Tumbes,Marzo,Violencia de pareja,Atención psicológica,Blanco,CEM,No,-
324,2023,6-11,Cusco,Enero,Agresión sexual,Atención psicológica,Mestizo,Comisaria,Sí,En investigación
325,2023,45-54,Huancavelica,Marzo,Violencia de pareja,Campañas de sensibilización,Blanco,Comisaria,No,-
326,2023,35-44,Puno,Mayo,Agresión sexual,Asesoramiento legal,Indígena amazónico,Línea 100,No,-
327,2023,25-34,Huanuco,Junio,Violencia doméstica,Atención psicológica,Mestizo,Comisaria,No,-
328,2023,45-54,Amazonas,Enero,Violencia doméstica,Atención psicológica,Blanco,Línea 100,No,-
329,2022,6-11,Moquegua,Junio,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,No,-
330,2023,6-11,Huanuco,Enero,Agresión sexual,Asesoramiento legal,Afrodescendiente,Centro de Salud,Sí,Cerrada
331,2023,25-34,Arequipa,Diciembre,Violencia doméstica,Campañas de sensibilización,Afrodescendiente,CEM,Sí,En proceso
332,2019,55 o más,Moquegua,Septiembre,Violencia familiar,Atención psicológica,Afrodescendiente,Comisaria,No,-
333,2018,0-5,Cusco,Agosto,Violencia familiar,Programas de educación indígena,Blanco,Comisaria,No,-
334,2019,0-5,Tumbes,Noviembre,Agresión sexual,Programas de educación indígena,Mestizo,Línea 100,No,-
335,2022,18-24,Ica,Octubre,Agresión sexual,Campañas de sensibilización,Quechua,Línea 100,Sí,Pendiente
336,2023,35-44,Apurimac,Abril,Agresión sexual,Programas de educación indígena,Mestizo,Centro de Salud,Sí,Pendiente
337,2023,0-5,San Martín,Septiembre,Agresión sexual,Asesoramiento legal,Blanco,Centro de Salud,No,-
338,2021,55 o más,Callao,Julio,Violencia de género,Asesoramiento legal,Mestizo,CEM,No,-
339,2018,35-44,Lima,Junio,Violencia doméstica,Programas de educación indígena,Mestizo,CEM,Sí,En investigación
340,2019,25-34,Callao,Diciembre,Violencia de género,Programas de educación indígena,Afrodescendiente,Comisaria,Sí,En investigación
341,2019,55 o más,Arequipa,Octubre,Violencia doméstica,Programas de educación indígena,Indígena amazónico,Comisaria,No,-
342,2022,12-17,Tumbes,Octubre,Violencia de género,Asesoramiento legal,Mestizo,CEM,No,-
343,2018,12-17,Tacna,Septiembre,Violencia doméstica,Talleres de prevención,Blanco,Comisaria,No,-
344,2019,0-5,Arequipa,Marzo,Violencia de pareja,Asesoramiento legal,Quechua,Comisaria,No,-
345,2022,25-34,Lambayeque,Agosto,Violencia familiar,Campañas de sensibilización,Quechua,Línea 100,No,-
346,2023,0-5,Pasco,Junio,Violencia de género,Asesoramiento legal,Indígena amazónico,Centro de Salud,Sí,Pendiente
347,2019,35-44,Ucayali,Enero,Violencia de género,Programas de educación indígena,Indígena amazónico,Centro de Salud,No,-
348,2022,35-44,Apurimac,Julio,Violencia de género,Campañas de sensibilización,Quechua,Línea 100,No,-
349,2023,6-11,San Martín,Mayo,Violencia de género,Asesoramiento legal,Blanco,Línea 100,No,-
350,2018,25-34,Callao,Enero,Violencia de pareja,Talleres de prevención,Mestizo,Centro de Salud,Sí,Pendiente
351,2020,25-34,Lambayeque,Marzo,Violencia familiar,Atención psicológica,Afrodescendiente,Línea 100,No,-
352,2022,45-54,Lima,Noviembre,Violencia familiar,Asesoramiento legal,Mestizo,CEM,Sí,Cerrada
353,2022,12-17,Arequipa,Diciembre,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,Comisaria,Sí,Pendiente
354,2021,12-17,Cusco,Enero,Violencia familiar,Atención psicológica,Afrodescendiente,Línea 100,Sí,Cerrada
355,2020,55 o más,Ica,Marzo,Violencia familiar,Atención psicológica,Mestizo,CEM,Sí,En investigación
356,2023,12-17,Lambayeque,Enero,Violencia doméstica,Talleres de prevención,Blanco,Centro de Salud,Sí,En proceso
357,2019,35-44,Cusco,Febrero,Violencia doméstica,Atención psicológica,Blanco,Comisaria,Sí,En proceso
358,2022,25-34,Ica,Enero,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,Pendiente
359,2019,45-54,Huanuco,Julio,Agresión sexual,Talleres de prevención,Mestizo,CEM,No,-
360,2022,12-17,San Martín,Septiembre,Agresión sexual,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
361,2021,12-17,Arequipa,Mayo,Agresión sexual,Talleres de prevención,Quechua,Línea 100,Sí,Cerrada
362,2021,18-24,Lambayeque,Noviembre,Violencia familiar,Campañas de sensibilización,Indígena amazónico,Centro de Salud,No,-
363,2022,18-24,Ancash,Octubre,Violencia doméstica,Campañas de sensibilización,Indígena amazónico,Comisaria,No,-
364,2018,55 o más,Moquegua,Marzo,Agresión sexual,Asesoramiento legal,Quechua,Línea 100,No,-
365,2019,18-24,Puno,Abril,Violencia doméstica,Talleres de prevención,Indígena amazónico,Centro de Salud,Sí,Pendiente
366,2018,0-5,Piura,Enero,Agresión sexual,Campañas de sensibilización,Blanco,Comisaria,Sí,En proceso
367,2023,55 o más,Pasco,Noviembre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,CEM,No,-
368,2019,35-44,Callao,Septiembre,Violencia familiar,Atención psicológica,Quechua,Centro de Salud,Sí,Cerrada
369,2020,6-11,Tumbes,Octubre,Agresión sexual,Asesoramiento legal,Blanco,Línea 100,Sí,Cerrada
370,2021,0-5,Ica,Enero,Violencia de género,Campañas de sensibilización,Blanco,Comisaria,Sí,En proceso
371,2022,55 o más,Cusco,Noviembre,Violencia de pareja,Programas de educación indígena,Mestizo,Línea 100,No,-
372,2020,35-44,Loreto,Octubre,Violencia doméstica,Atención psicológica,Mestizo,Línea 100,Sí,Pendiente
373,2018,45-54,Huancavelica,Marzo,Violencia de pareja,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,En proceso
374,2022,0-5,Cusco,Abril,Violencia de género,Talleres de prevención,Afrodescendiente,Centro de Salud,Sí,Pendiente
375,2021,18-24,Pasco,Noviembre,Violencia de género,Atención psicológica,Indígena amazónico,Línea 100,Sí,Cerrada
376,2018,35-44,Junín,Junio,Violencia doméstica,Campañas de sensibilización,Mestizo,Centro de Salud,No,-
377,2020,18-24,Callao,Abril,Violencia de género,Asesoramiento legal,Afrodescendiente,Línea 100,Sí,En proceso
378,2018,0-5,Lambayeque,Febrero,Violencia familiar,Asesoramiento legal,Indígena amazónico,CEM,Sí,En proceso
379,2018,55 o más,Apurimac,Septiembre,Agresión sexual,Programas de educación indígena,Afrodescendiente,Centro de Salud,Sí,En investigación
380,2023,0-5,Huancavelica,Septiembre,Violencia familiar,Programas de educación indígena,Blanco,CEM,Sí,Cerrada
381,2020,18-24,Piura,Julio,Violencia de pareja,Talleres de prevención,Indígena amazónico,Línea 100,Sí,Cerrada
382,2022,6-11,Madre de Dios,Septiembre,Violencia doméstica,Programas de educación indígena,Afrodescendiente,Comisaria,No,-
383,2018,0-5,Moquegua,Mayo,Violencia de pareja,Campañas de sensibilización,Afrodescendiente,CEM,No,-
384,2020,6-11,Junín,Enero,Violencia doméstica,Talleres de prevención,Mestizo,Línea 100,Sí,Cerrada
385,2021,6-11,Cajamarca,Enero,Violencia doméstica,Atención psicológica,Indígena amazónico,Línea 100,No,-
386,2023,25-34,Loreto,Diciembre,Violencia de género,Talleres de prevención,Blanco,Centro de Salud,Sí,En investigación
387,2021,55 o más,Ancash,Febrero,Agresión sexual,Campañas de sensibilización,Quechua,CEM,No,-
388,2021,6-11,Ica,Octubre,Violencia familiar,Programas de educación indígena,Indígena amazónico,Línea 100,Sí,En proceso
389,2019,55 o más,Cusco,Diciembre,Violencia doméstica,Campañas de sensibilización,Quechua,Comisaria,No,-
390,2021,18-24,Piura,Julio,Agresión sexual,Talleres de prevención,Mestizo,CEM,Sí,Cerrada
391,2018,35-44,Moquegua,Agosto,Violencia familiar,Campañas de sensibilización,Blanco,CEM,Sí,Cerrada
392,2021,35-44,Lima,Septiembre,Agresión sexual,Asesoramiento legal,Blanco,Centro de Salud,No,-
393,2018,25-34,Arequipa,Junio,Agresión sexual,Atención psicológica,Mestizo,Centro de Salud,No,-
394,2023,6-11,Apurimac,Abril,Agresión sexual,Campañas de sensibilización,Blanco,Línea 100,No,-
395,2023,35-44,Piura,Octubre,Violencia de género,Atención psicológica,Blanco,Línea 100,No,-
396,2023,6-11,Arequipa,Septiembre,Violencia familiar,Talleres de prevención,Indígena amazónico,Línea 100,No,-
397,2018,55 o más,Ucayali,Junio,Violencia de pareja,Programas de educación indígena,Mestizo,Centro de Salud,Sí,En proceso
398,2018,35-44,Ucayali,Noviembre,Agresión sexual,Programas de educación indígena,Quechua,Línea 100,Sí,Pendiente
399,2022,18-24,San Martín,Abril,Violencia de pareja,Talleres de prevención,Mestizo,Línea 100,No,-
400,2020,6-11,Loreto,Julio,Violencia de género,Campañas de sensibilización,Mestizo,Línea 100,No,-
401,2021,12-17,Ayacucho,Enero,Agresión sexual,Campañas de sensibilización,Afrodescendiente,Centro de Salud,Sí,Pendiente
402,2020,35-44,Ica,Septiembre,Violencia familiar,Asesoramiento legal,Quechua,Centro de Salud,No,-
403,2019,25-34,Huancavelica,Octubre,Violencia familiar,Atención psicológica,Mestizo,Línea 100,Sí,Cerrada
404,2018,35-44,Loreto,Mayo,Violencia de género,Talleres de prevención,Afrodescendiente,Línea 100,Sí,Pendiente
405,2021,12-17,Amazonas,Septiembre,Violencia doméstica,Atención psicológica,Afrodescendiente,CEM,Sí,Pendiente
406,2019,55 o más,Huanuco,Marzo,Agresión sexual,Campañas de sensibilización,Blanco,Centro de Salud,Sí,Cerrada
407,2021,45-54,Tumbes,Junio,Violencia de género,Campañas de sensibilización,Blanco,Línea 100,No,-
408,2019,25-34,Cusco,Marzo,Violencia familiar,Programas de educación indígena,Quechua,Línea 100,No,-
409,2021,0-5,Pasco,Diciembre,Violencia de pareja,Asesoramiento legal,Indígena amazónico,Comisaria,No,-
410,2023,12-17,San Martín,Agosto,Violencia familiar,Atención psicológica,Quechua,Línea 100,No,-
411,2023,35-44,Huanuco,Marzo,Agresión sexual,Atención psicológica,Quechua,CEM,Sí,Pendiente
412,2022,0-5,Tacna,Junio,Violencia doméstica,Asesoramiento legal,Mestizo,CEM,No,-
413,2018,35-44,Loreto,Abril,Agresión sexual,Campañas de sensibilización,Quechua,Línea 100,No,-
